,date,city,musical,cast,theatre
7,2024-07-28 14:30:00,上海,梦微之,孙博 叶宇锋,星空间33号 鲸·剧场
8,2024-07-28 14:30:00,上海,时光代理人,曹牧之 朱涵彬 吴杭律 张睿姝 张智伟,时光剧场
9,2024-07-28 14:30:00,上海,#0528,姜义哲 刘政 王颢珏,星空间28号·好好有戏小剧场
10,2024-07-28 14:30:00,上海,当你心动时,刘子赫 刘君豪 刘昱含,星空间12号·耶比剧场
11,2024-07-28 14:30:00,上海,狂炎奏鸣曲,郭虹旭 王瀚宇 翟松,星空间·星空穹顶剧场
12,2024-07-28 14:30:00,上海,怪物,宋元明 褚威,星空间18号·谜剧场
13,2024-07-28 17:00:00,上海,LIZZIE丽兹,韩冰儿 王竞琦 陈姝月 石恩知,星空间11号·MOriginal Box
14,2024-07-28 19:30:00,上海,嗜血博士,王芯芯 孙乐仟 刘晓,星空间1023号·涵金小剧场
15,2024-07-28 19:30:00,上海,桑塔露琪亚,李存贤 姜崃 朱羿达,星空间6号·一台好戏小剧场
16,2024-07-28 19:30:00,上海,灯塔,周一男 王逸飞 翟松,星空间9号·鲸剧场
17,2024-07-28 19:30:00,上海,翻国王棋,顾易 刘阳 刘官卫 唐超 刘明明 杜钇樵,星空间77号·鲸剧场
18,2024-07-28 19:30:00,上海,无法访问,毋子玥 陈棋尔 高杨 杨闫乐,茉莉花剧场
19,2024-07-28 19:30:00,上海,周生如故,徐昊 陈玉婷 毛二 李奇 车鸣笛 张艺 钱安琪 李浩楠 张桥亮,上剧场
20,2024-07-28 19:30:00,上海,少年歌行·梵音谣,梁庆海 高品 徐步超 叶炜航,星空间81号·白剧场
21,2024-07-28 19:30:00,上海,时光代理人,滕春鹏 殷浩伦 闫乐湟 廖婧媛 李泽熙,时光剧场
22,2024-07-28 19:30:00,上海,#0528,江泽辰 余镇鳌 赵洪博,星空间28号·好好有戏小剧场
23,2024-07-28 19:30:00,上海,当你心动时,许昌泰 万钰彬 黄可,星空间12号·耶比剧场
24,2024-07-28 19:30:00,上海,狂炎奏鸣曲,赵凡嘉 郑艺彬 倪晔,星空间·星空穹顶剧场
25,2024-07-28 19:30:00,上海,怪物,徐佳文 邵立君,星空间18号·谜剧场
26,2024-07-28 14:30:00,北京,威尼斯商人,潘蕾蕾 孙化卓 郭禹良 李子健,时间剧场TIME THEATRE
27,2024-07-28 16:00:00,北京,深处,,小柯剧场
28,2024-07-28 11:00:00,成都,熊猫,,熊猫剧院
29,2024-07-28 14:00:00,成都,熊猫,,熊猫剧院
30,2024-07-28 16:30:00,成都,灯塔,陈思霖 凌锡洋 傅郅宸,西部文化产业中心·鲸剧场
31,2024-07-28 14:30:00,广州,阿波罗尼亚,王博睿 张毅凯 杜航,阿波罗尼亚·广州馆
32,2024-07-28 15:00:00,武汉,小说,唐飞 陈梓煊 汤俊军,武演新空间（梦时代馆）
33,2024-07-28 15:00:00,南京,狄俄尼索斯,陈茜雅 王瑞 汤邵文 陈博翰,布洛幕小剧场
34,2024-07-28 15:30:00,西安,丝路之声,谭建业 田恬 刘靖 孙晶俐 张书豪 尉梦飞 杨雨婷 王笑语 王雨 殷赫阳,丝路欢乐世界·琴音剧场
35,2024-07-28 15:00:00,苏州,嫌疑人X的献身,冒海飞 王培杰 王骏迪 桑可舟 潘珏辰 刘钊 陈旭,苏州湾大剧院歌剧厅
36,2024-07-28 14:00:00,杭州,对鸟,,运河大剧院歌剧厅
37,2024-07-28 19:30:00,杭州,对鸟,,运河大剧院歌剧厅
38,2024-07-28 15:00:00,南昌,画中人,张鑫澳 文振宇 郭浩然,Lilime泠空间剧场
39,2024-07-28 19:30:00,南昌,画中人,王世鑫 缪卓凡 叶锐,Lilime泠空间剧场
40,2024-07-28 14:30:00,宁波,桂花雨,,天然舞台大剧场
41,2024-07-28 15:00:00,银川,青春禁忌游戏,丁辰西 方书剑 项裕 相征 于妍,银川剧院
0,2024-07-29 19:30:00,上海,阿尔托，梵高,郭亢 钱海睿 智博闻,星空间17号·NFP小剧场
1,2024-07-29 19:30:00,上海,LIZZIE丽兹,程晨 李彤 冯远 林润欣,星空间11号·MOriginal Box
2,2024-07-29 19:30:00,上海,时光代理人,蔡淇 王敏辉 邓贤凌 廖婧媛 张嘉豪,时光剧场
3,2024-07-29 11:00:00,成都,熊猫,,熊猫剧院
4,2024-07-29 14:00:00,成都,熊猫,,熊猫剧院
0,2024-07-30 19:30:00,上海,嗜血博士,顾易 徐佳文 蔡馨怡,星空间1023号·涵金小剧场
1,2024-07-30 19:30:00,上海,桑塔露琪亚,郝李英杰 王浩楠 陈志,星空间6号·一台好戏小剧场
2,2024-07-30 19:30:00,上海,阿波罗尼亚,徐杭 李政绪 赵霄汉,星空间1号·一台好戏小剧场
3,2024-07-30 19:30:00,上海,翻国王棋,徐泽辉 王逸飞 宁梦恬 车鸣笛 周一男 郑涵一,星空间77号·鲸剧场
4,2024-07-30 19:30:00,上海,LIZZIE丽兹,吴杭律 赵雨卉 周文嘉 党韫葳,星空间11号·MOriginal Box
5,2024-07-30 19:30:00,上海,梦微之,余镇鳌 叶宇锋,星空间33号 鲸·剧场
6,2024-07-30 19:30:00,上海,狂炎奏鸣曲,张智涵 郭亢 遇泓羊,星空间·星空穹顶剧场
7,2024-07-30 19:30:00,北京,空中花园谋杀案,张弌铖 刘爽 张功长 罗欢 李智浩 李静怡 陈育新 吕京 郭炳琨 田雨,蜂巢剧场
8,2024-07-30 15:30:00,西安,丝路之声,谭建业 田恬 刘靖 孙晶俐 周熙智 张书豪 杨雨婷 韩烨 林梦圆 殷赫阳,丝路欢乐世界·琴音剧场
9,2024-07-30 20:00:00,大同,走西口,,大同平城剧院
0,2024-07-31 19:30:00,上海,嗜血博士,毛二 何铭海 黄可,星空间1023号·涵金小剧场
1,2024-07-31 19:30:00,上海,桑塔露琪亚,曹牧之 李政绪 陈志,星空间6号·一台好戏小剧场
2,2024-07-31 19:30:00,上海,阿波罗尼亚,高品 宋周鑫 牛博为,星空间1号·一台好戏小剧场
3,2024-07-31 19:30:00,上海,辛吉路的画材店,温升宝 董豫辰 林大钦,星空间2号·好好有戏剧场
4,2024-07-31 19:30:00,上海,翻国王棋,郭虹旭 李秋盟 郭亢 薛尚文 李子涵 杨琳,星空间77号·鲸剧场
5,2024-07-31 19:30:00,上海,LIZZIE丽兹,丁辰西 赵雨卉 邓贤凌 王洁璐,星空间11号·MOriginal Box
6,2024-07-31 19:30:00,上海,时光代理人,滕春鹏 殷浩伦 左一平 朱佳艳 周波,时光剧场
7,2024-07-31 19:30:00,上海,#0528,李存贤 余镇鳌 施博威,星空间28号·好好有戏小剧场
8,2024-07-31 19:30:00,上海,狂炎奏鸣曲,赵凡嘉 王瀚宇 祝颂皓,星空间·星空穹顶剧场
9,2024-07-31 19:30:00,上海,怪物,赵海宇 吴盛祥,星空间18号·谜剧场
10,2024-07-31 19:30:00,北京,空中花园谋杀案,张弌铖 刘爽 张功长 罗欢 李智浩 李静怡 陈育新 吕京 郭炳琨 田雨,蜂巢剧场
11,2024-07-31 11:00:00,成都,熊猫,,熊猫剧院
12,2024-07-31 14:00:00,成都,熊猫,,熊猫剧院
13,2024-07-31 19:30:00,广州,阿波罗尼亚,陈科铭 张毅凯 杜航,阿波罗尼亚·广州馆
14,2024-07-31 15:30:00,西安,丝路之声,谭建业 刘玥岑 刘靖 孙晶俐 张书豪 尉梦飞 杨雨婷 王笑语 林梦圆 张潇寒,丝路欢乐世界·琴音剧场
15,2024-07-31 20:00:00,大同,走西口,,大同平城剧院
0,2024-08-01 19:30:00,上海,嗜血博士,马灵奇 田野 洪果,星空间1023号·涵金小剧场
1,2024-08-01 19:30:00,上海,桑塔露琪亚,孙博 刘一谷 陈科铭,星空间6号·一台好戏小剧场
2,2024-08-01 19:30:00,上海,辛吉路的画材店,朱亚洲 姜义哲 林大钦,星空间2号·好好有戏剧场
3,2024-08-01 19:30:00,上海,嘿！亚利桑那,钱安琪 滕春鹏 王逸飞 周文嘉 郭俊宇 宋凯文 高旭,嘿！亚利桑那
4,2024-08-01 19:30:00,上海,LIZZIE丽兹,王洁璐 张沁丹 叶嘉雯 党韫葳,星空间11号·MOriginal Box
5,2024-08-01 19:30:00,上海,我的遗愿清单,张智涵 张博俊,上剧场
6,2024-08-01 19:30:00,上海,时光代理人,郭虹旭 殷浩伦 吴杭律 于梦滢 李泽熙,时光剧场
7,2024-08-01 19:30:00,上海,狂炎奏鸣曲,赵凡嘉 郑艺彬 遇泓羊,星空间·星空穹顶剧场
8,2024-08-01 19:30:00,上海,怪物,徐佳文 褚威,星空间18号·谜剧场
9,2024-08-01 19:30:00,北京,觉醒年代,李乐尧 于晓璘 侯京健 武阳坤 杨亚辉 崔恩尔 刘乙萱 邓欣锐 帕赛 吴以瀚 高尔金宝音 柏宇豪 刘朱烨,世纪剧院
10,2024-08-01 19:30:00,北京,粉丝来信,徐均朔 刘岩 刘浩冉 孙礼杰 张琛 舒荣波 朱家鹏,北京保利剧院
11,2024-08-01 19:30:00,北京,空中花园谋杀案,张弌铖 刘爽 张功长 罗欢 李智浩 李静怡 陈育新 吕京 郭炳琨 田雨,蜂巢剧场
12,2024-08-01 11:00:00,成都,熊猫,,熊猫剧院
13,2024-08-01 14:00:00,成都,熊猫,,熊猫剧院
14,2024-08-01 15:30:00,西安,丝路之声,谭建业 田恬 周熙智 孙晶俐 张书豪 尉梦飞 杨雨婷 王笑语 林梦圆 殷赫阳,丝路欢乐世界·琴音剧场
15,2024-08-01 19:30:00,温州,对鸟,,温州大剧院歌剧厅
16,2024-08-01 19:30:00,泉州,血色湘江,,泉州大剧院歌剧厅
17,2024-08-01 20:00:00,大同,走西口,,大同平城剧院
0,2024-08-02 19:30:00,上海,陪你倒数,毛二 廖婧媛 徐佳文,人民大舞台
1,2024-08-02 19:30:00,上海,嗜血博士,沈育奇 卢翰林 罗玉玲,星空间1023号·涵金小剧场
2,2024-08-02 19:30:00,上海,桑塔露琪亚,赵霄汉 李政绪 陈志,星空间6号·一台好戏小剧场
3,2024-08-02 19:30:00,上海,FLAMES火焰,钱安琪 纪晓坤 顾易,星空间4号·缪时客小剧场
4,2024-08-02 19:30:00,上海,辛吉路的画材店,温升宝 牛博为 王颢珏,星空间2号·好好有戏剧场
5,2024-08-02 19:30:00,上海,嘿！亚利桑那,陈玉婷 滕春鹏 胡迪 于梦滢 郭俊宇 唐超 脱骁尧,嘿！亚利桑那
6,2024-08-02 19:30:00,上海,我的遗愿清单,蔡淇 邵玎,上剧场
7,2024-08-02 19:30:00,上海,少年歌行·梵音谣,廖哲珣 高品 徐步超 叶炜航,星空间81号·白剧场
8,2024-08-02 19:30:00,上海,时光代理人,曹牧之 殷浩伦 闫乐湟 洪果 智博闻,时光剧场
9,2024-08-02 19:30:00,上海,#0528,姜义哲 余镇鳌 刘瀚聪,星空间28号·好好有戏小剧场
10,2024-08-02 19:30:00,上海,当你心动时,马灵奇 施博威 蔡馨怡,星空间12号·耶比剧场
11,2024-08-02 19:30:00,上海,纳尔齐斯与歌尔德蒙,田野 万钰彬,星空间74号·缪时客小剧场
12,2024-08-02 19:30:00,上海,狂炎奏鸣曲,郭虹旭 王瀚宇 翟松,星空间·星空穹顶剧场
13,2024-08-02 19:30:00,上海,怪物,黄浦申 吴盛祥,星空间18号·谜剧场
14,2024-08-02 19:30:00,上海,Boom！夏卡拉卡,郑涵一 赵毅劼 董豫辰,星空间8008号星球剧场
15,2024-08-02 20:00:00,上海,LIZZIE丽兹,叶嘉雯 张沁丹 冯远 胥子含,星空间11号·MOriginal Box
16,2024-08-02 20:00:00,上海,彗星来电,刘烨 李存贤 陈楷,星空间3号·MOriginal Box
17,2024-08-02 19:30:00,北京,觉醒年代,邵奕磊 赵伟钢 杨君军 姜崃 杨亚辉 崔恩尔 李雨鈊 云孟和 帕赛 方潇亦 刘思杰 柏宇豪 吴以瀚,世纪剧院
18,2024-08-02 19:30:00,北京,将进酒,郑云龙 陈旭 于晓璘 张诗漫 代玮 黄冠菘 左雅 赵子璇 杨映宇 杜恒,天桥艺术中心大剧场
19,2024-08-02 19:30:00,北京,我和我的雷锋,李昊阳 于惟一 平静 崔开 陈嘉璐 潘蕾蕾 王晟熙 滕奎兴 赵亮 高玉中 李依桐 李雅伦,天桥艺术中心中剧场
20,2024-08-02 19:30:00,北京,粉丝来信,徐均朔 刘岩 刘浩冉 孙礼杰 张琛 舒荣波 朱家鹏,北京保利剧院
21,2024-08-02 19:30:00,北京,艺术区,,小柯剧场图书厅
22,2024-08-02 19:30:00,北京,空中花园谋杀案,张弌铖 刘爽 张功长 罗欢 李智浩 李静怡 陈育新 吕京 郭炳琨 田雨,蜂巢剧场
23,2024-08-02 19:30:00,北京,杨戬,张智涵 王梓庭 周默涵 朱芾 徐杭 胡芳洲 赵钱龙 申帅 霍泽安,北京喜剧院
24,2024-08-02 11:00:00,成都,熊猫,,熊猫剧院
25,2024-08-02 14:00:00,成都,熊猫,,熊猫剧院
26,2024-08-02 19:30:00,广州,阿波罗尼亚,唐浩瑜 张毅凯 杜牧,阿波罗尼亚·广州馆
27,2024-08-02 19:30:00,南京,命运之上,宗雪健 田梦 翟李朔天 年蔓婷,剧魅空间命运之上剧场
28,2024-08-02 15:30:00,西安,丝路之声,谭建业 田恬 周熙智 孙晶俐 张书豪 尉梦飞 王馨彤 韩烨 王雨 张潇寒,丝路欢乐世界·琴音剧场
29,2024-08-02 14:00:00,温州,对鸟,,温州大剧院歌剧厅
30,2024-08-02 19:30:00,温州,对鸟,,温州大剧院歌剧厅
31,2024-08-02 19:30:00,南昌,画中人,徐晞城 王珂 张智伟,Lilime泠空间剧场
32,2024-08-02 19:30:00,泉州,血色湘江,,泉州大剧院歌剧厅
33,2024-08-02 20:00:00,大同,走西口,,大同平城剧院
0,2024-08-03 14:00:00,上海,我的遗愿清单,丁辉 张博俊,上剧场
1,2024-08-03 14:30:00,上海,陪你倒数,毛二 洪果 徐佳文,人民大舞台
2,2024-08-03 14:30:00,上海,嗜血博士,马灵奇 卢翰林 钱安琪,星空间1023号·涵金小剧场
3,2024-08-03 14:30:00,上海,灯塔,郭洧江 王逸飞 孙欣业,星空间9号·鲸剧场
4,2024-08-03 14:30:00,上海,嘿！亚利桑那,吴杭律 刘瀚聪 王佳宽 周文嘉 连江维 唐超 高旭,嘿！亚利桑那
5,2024-08-03 14:30:00,上海,Little Jack小杰克,田野 闫乐湟,ARK LIVE HOUSE
6,2024-08-03 14:30:00,上海,梦微之,沈育奇 叶宇锋,星空间33号 鲸·剧场
7,2024-08-03 14:30:00,上海,时光代理人,郭虹旭 王敏辉 邓贤凌 郭珍艳 张嘉豪,时光剧场
8,2024-08-03 14:30:00,上海,当你心动时,朱微之 曹珺 强东玥,星空间12号·耶比剧场
9,2024-08-03 14:30:00,上海,狂炎奏鸣曲,白倬铭 郑艺彬 倪晔,星空间·星空穹顶剧场
10,2024-08-03 14:30:00,上海,怪物,蓝浩 杨磊,星空间18号·谜剧场
11,2024-08-03 17:00:00,上海,LIZZIE丽兹,韩冰儿 王竞琦 王明怡 石恩知,星空间11号·MOriginal Box
12,2024-08-03 19:30:00,上海,陪你倒数,钱蒙楠 洪果 徐佳文,人民大舞台
13,2024-08-03 19:30:00,上海,桑塔露琪亚,牛博为 刘一谷 李珏,星空间6号·一台好戏小剧场
14,2024-08-03 19:30:00,上海,阿波罗尼亚,高品 宋周鑫 陈志,星空间1号·一台好戏小剧场
15,2024-08-03 19:30:00,上海,FLAMES火焰,陈旭 钟嘉诚 夏阳,星空间4号·缪时客小剧场
16,2024-08-03 19:30:00,上海,辛吉路的画材店,朱羿达 叶宇锋 顾易,星空间2号·好好有戏剧场
17,2024-08-03 19:30:00,上海,翻国王棋,蛋蛋 刘阳 刘官卫 薛尚文 李子涵 杜钇樵,星空间77号·鲸剧场
18,2024-08-03 19:30:00,上海,阿尔托，梵高,宋凯文 刘洪书 张鼎棋,星空间17号·NFP小剧场
19,2024-08-03 19:30:00,上海,我的遗愿清单,张智涵 邵玎,上剧场
20,2024-08-03 19:30:00,上海,摇滚太白·诗与星,胥子含 张沁丹 许诗翊,星空间407号·她剧场
21,2024-08-03 19:30:00,上海,少年歌行·梵音谣,廖哲珣 马灵奇 诸葛北辰 潘华杰,星空间81号·白剧场
22,2024-08-03 19:30:00,上海,梦微之,沈育奇 尚一航,星空间33号 鲸·剧场
23,2024-08-03 19:30:00,上海,时光代理人,白倬铭 杜光祎 吴杭律 朱佳艳 张嘉豪,时光剧场
24,2024-08-03 19:30:00,上海,#0528,姜义哲 于滨嘉 王浩楠,星空间28号·好好有戏小剧场
25,2024-08-03 19:30:00,上海,当你心动时,王桓 万钰彬 蔡馨怡,星空间12号·耶比剧场
26,2024-08-03 19:30:00,上海,纳尔齐斯与歌尔德蒙,纪晓坤 许昌泰,星空间74号·缪时客小剧场
27,2024-08-03 19:30:00,上海,怪物,陈诗 薛钦元,星空间18号·谜剧场
28,2024-08-03 19:30:00,上海,Boom！夏卡拉卡,于梦滢 崔承宇 陈楷,星空间8008号星球剧场
29,2024-08-03 20:00:00,上海,LIZZIE丽兹,丁辰西 郑涵一 周文嘉 赵雨卉,星空间11号·MOriginal Box
30,2024-08-03 14:00:00,北京,将进酒,李炜鹏 喻越越 于晓璘 许嘉芸 赵晏伯 李金哲 左雅 赵子璇 王靖棋 杜恒,天桥艺术中心大剧场
31,2024-08-03 14:00:00,北京,粉丝来信,徐均朔 刘岩 崔恩尔 孙礼杰 张琛 姜崃 朱家鹏,北京保利剧院
32,2024-08-03 14:30:00,北京,觉醒年代,邵奕磊 赵梓冲 杨君军 武阳坤 杨亚辉 冯鑫垚 李雨鈊 云孟和 帕赛 方潇亦 刘思杰 柏宇豪 刘朱烨,世纪剧院
33,2024-08-03 14:30:00,北京,我和我的雷锋,李昊阳 于惟一 平静 崔开 陈嘉璐 潘蕾蕾 王晟熙 滕奎兴 赵亮 高玉中 李依桐 李雅伦,天桥艺术中心中剧场
34,2024-08-03 14:30:00,北京,威尼斯商人,潘蕾蕾 孙化卓 郭禹良 李子健,时间剧场TIME THEATRE
35,2024-08-03 14:30:00,北京,空中花园谋杀案,张弌铖 刘爽 张功长 罗欢 李智浩 李静怡 陈育新 吕京 郭炳琨 田雨,蜂巢剧场
36,2024-08-03 19:30:00,北京,觉醒年代,李乐尧 赵伟钢 杨君军 武阳坤 杨亚辉 冯鑫垚 曹小欠儿 邓欣锐 帕赛 方潇亦 高尔金宝音 柏宇豪 刘朱烨,世纪剧院
37,2024-08-03 19:30:00,北京,将进酒,郑云龙 毋子玥 张傲生 陈熙 华英杰 黄冠菘 左雅 赵子璇 杨映宇 朱文宇,天桥艺术中心大剧场
38,2024-08-03 19:30:00,北京,我和我的雷锋,祁详沅 白子涵 平静 崔开 陈嘉璐 潘蕾蕾 王晟熙 滕奎兴 赵亮 高玉中 李依桐 李雅伦,天桥艺术中心中剧场
39,2024-08-03 19:30:00,北京,艺术区,,小柯剧场图书厅
40,2024-08-03 19:30:00,北京,空中花园谋杀案,张弌铖 刘爽 张功长 罗欢 李智浩 李静怡 陈育新 吕京 郭炳琨 田雨,蜂巢剧场
41,2024-08-03 19:30:00,北京,杨戬,徐泽辉 王梓庭 蔡淇 朱芾 徐杭 胡芳洲 赵钱龙 申帅 霍泽安,北京喜剧院
42,2024-08-03 11:00:00,成都,熊猫,,熊猫剧院
43,2024-08-03 14:00:00,成都,熊猫,,熊猫剧院
44,2024-08-03 14:30:00,成都,嘿！亚利桑那,张雨桐 赵嘉恒 赵奕然 姚一依 裴昊轶 张飞扬 李京洙,开心麻花·钻石酒馆
45,2024-08-03 19:30:00,成都,青春禁忌游戏,吕润桐 方书剑 项裕 刘彬濠 孙叶雨,成都高新中演大剧院大剧场
46,2024-08-03 19:30:00,成都,嘿！亚利桑那,张雨桐 赵嘉恒 赵奕然 张雨桐 裴昊轶 张飞扬 张弋,开心麻花·钻石酒馆
47,2024-08-03 19:30:00,广州,阿波罗尼亚,唐浩瑜 朱亚洲 杜牧,阿波罗尼亚·广州馆
48,2024-08-03 15:00:00,武汉,小说,李坤嘉 陈梓煊 王皓,武演新空间（梦时代馆）
49,2024-08-03 19:30:00,武汉,小说,文振宇 陈梓煊 罗明晖,武演新空间（梦时代馆）
50,2024-08-03 14:30:00,南京,命运之上,宗雪健 田梦 舒杨 年蔓婷,剧魅空间命运之上剧场
51,2024-08-03 19:30:00,南京,狄俄尼索斯,娄睿 田祥晔 王瑞 陈博翰,布洛幕小剧场
52,2024-08-03 19:30:00,南京,命运之上,宗雪健 田梦 翟李朔天 年蔓婷,剧魅空间命运之上剧场
53,2024-08-03 15:30:00,西安,丝路之声,谭建业 田恬 刘靖 孙晶俐 张书豪 尉梦飞 杨雨婷 韩烨 林梦圆 殷赫阳,丝路欢乐世界·琴音剧场
54,2024-08-03 15:00:00,南昌,画中人,徐晞城 王珂 叶锐,Lilime泠空间剧场
55,2024-08-03 19:30:00,南昌,画中人,朱然然 施天玮 张智伟,Lilime泠空间剧场
56,2024-08-03 20:00:00,大同,走西口,,大同平城剧院
0,2024-08-04 14:00:00,上海,翻国王棋,顾易 刘阳 申霓 孙欣业 宋元明 杨琳,星空间77号·鲸剧场
1,2024-08-04 14:00:00,上海,我的遗愿清单,张智涵 张博俊,上剧场
2,2024-08-04 14:30:00,上海,陪你倒数,钱蒙楠 洪果 汤佳明,人民大舞台
3,2024-08-04 14:30:00,上海,灯塔,周一男 尹智博 张鼎棋,星空间9号·鲸剧场
4,2024-08-04 14:30:00,上海,嘿！亚利桑那,吴杭律 陈楷 施哲明 于梦滢 郭俊宇 薛尚文 脱骁尧,嘿！亚利桑那
5,2024-08-04 14:30:00,上海,摇滚太白·诗与星,胥子含 孙乐仟 钟嘉媚,星空间407号·她剧场
6,2024-08-04 14:30:00,上海,少年歌行·梵音谣,梁庆海 马灵奇 徐步超 叶炜航,星空间81号·白剧场
7,2024-08-04 14:30:00,上海,时光代理人,曹牧之 杜光祎 强东玥 李恩妤 智博闻,时光剧场
8,2024-08-04 14:30:00,上海,#0528,江泽辰 于滨嘉 赵洪博,星空间28号·好好有戏小剧场
9,2024-08-04 14:30:00,上海,当你心动时,杨浩然 刘君豪 叶嘉雯,星空间12号·耶比剧场
10,2024-08-04 14:30:00,上海,纳尔齐斯与歌尔德蒙,田野 许昌泰,星空间74号·缪时客小剧场
11,2024-08-04 14:30:00,上海,狂炎奏鸣曲,郭虹旭 郭亢 遇泓羊,星空间·星空穹顶剧场
12,2024-08-04 14:30:00,上海,怪物,黄浦申 邵立君,星空间18号·谜剧场
13,2024-08-04 17:00:00,上海,LIZZIE丽兹,程晨 李彤 冯远 林润欣,星空间11号·MOriginal Box
14,2024-08-04 17:00:00,上海,彗星来电,周文嘉 徐佳文 施博威,星空间3号·MOriginal Box
15,2024-08-04 19:30:00,上海,陪你倒数,毛二 廖婧媛 汤佳明,人民大舞台
16,2024-08-04 19:30:00,上海,嗜血博士,相征 田野 钱安琪,星空间1023号·涵金小剧场
17,2024-08-04 19:30:00,上海,阿波罗尼亚,高品 李秋盟 赵霄汉,星空间1号·一台好戏小剧场
18,2024-08-04 19:30:00,上海,FLAMES火焰,谢一溦 何铭海 万钰彬,星空间4号·缪时客小剧场
19,2024-08-04 19:30:00,上海,辛吉路的画材店,曹屿辰 姜义哲 刘瀚聪,星空间2号·好好有戏剧场
20,2024-08-04 19:30:00,上海,我的遗愿清单,张智涵 张博俊,上剧场
21,2024-08-04 19:30:00,上海,梦微之,余镇鳌 许昌泰,星空间33号 鲸·剧场
22,2024-08-04 19:30:00,上海,时光代理人,滕春鹏 殷浩伦 吴杭律 李恩妤 周波,时光剧场
23,2024-08-04 19:30:00,上海,#0528,陈科铭 吴志军 王颢珏,星空间28号·好好有戏小剧场
24,2024-08-04 19:30:00,上海,狂炎奏鸣曲,白倬铭 王瀚宇 倪晔,星空间·星空穹顶剧场
25,2024-08-04 19:30:00,上海,怪物,宋元明 邵立君,星空间18号·谜剧场
26,2024-08-04 19:30:00,上海,Boom！夏卡拉卡,郭珍艳 赵毅劼 董豫辰,星空间8008号星球剧场
27,2024-08-04 20:00:00,上海,LIZZIE丽兹,王洁璐 钱可欣 杜钇樵 胥子含,星空间11号·MOriginal Box
28,2024-08-04 14:00:00,北京,将进酒,李炜鹏 毋子玥 张傲生 张诗漫 代玮 黄冠菘 左雅 赵子璇 杨映宇 朱文宇,天桥艺术中心大剧场
29,2024-08-04 14:30:00,北京,觉醒年代,邵奕磊 赵伟钢 杨君军 姜崃 杨亚辉 崔恩尔 曹小欠儿 云孟和 帕赛 吴以瀚 高尔金宝音 柏宇豪 刘朱烨,世纪剧院
30,2024-08-04 14:30:00,北京,我和我的雷锋,祁详沅 白子涵 平静 崔开 陈嘉璐 潘蕾蕾 王晟熙 滕奎兴 赵亮 高玉中 李依桐 李雅伦,天桥艺术中心中剧场
31,2024-08-04 14:30:00,北京,空中花园谋杀案,张弌铖 刘爽 张功长 罗欢 李智浩 李静怡 陈育新 吕京 郭炳琨 田雨,蜂巢剧场
32,2024-08-04 14:30:00,北京,杨戬,叶麒圣 余思冉 蔡淇 朱芾 徐杭 胡芳洲 赵钱龙 申帅 霍泽安,北京喜剧院
33,2024-08-04 16:00:00,北京,艺术区,,小柯剧场图书厅
34,2024-08-04 19:30:00,北京,将进酒,郑云龙 喻越越 于晓璘 陈熙 赵晏伯 李金哲 左雅 赵子璇 王靖棋 杜恒,天桥艺术中心大剧场
35,2024-08-04 19:30:00,北京,我和我的雷锋,李昊阳 于惟一 平静 崔开 陈嘉璐 潘蕾蕾 王晟熙 滕奎兴 赵亮 高玉中 李依桐 李雅伦,天桥艺术中心中剧场
36,2024-08-04 11:00:00,成都,熊猫,,熊猫剧院
37,2024-08-04 14:00:00,成都,熊猫,,熊猫剧院
38,2024-08-04 14:30:00,成都,青春禁忌游戏,吕润桐 方书剑 项裕 刘彬濠 孙叶雨,成都高新中演大剧院大剧场
39,2024-08-04 14:30:00,成都,嘿！亚利桑那,田格 杜皓云 蒋佳君 姚一依 于畅 张飞扬 李京洙,开心麻花·钻石酒馆
40,2024-08-04 19:30:00,成都,嘿！亚利桑那,田格 杜皓云 张弋 张雨桐 于畅 张飞扬 李京洙,开心麻花·钻石酒馆
41,2024-08-04 14:30:00,广州,阿波罗尼亚,唐浩瑜 朱亚洲 杜牧,阿波罗尼亚·广州馆
42,2024-08-04 15:00:00,武汉,小说,李坤嘉 曾鑫 张鑫澳,武演新空间（梦时代馆）
43,2024-08-04 19:30:00,武汉,小说,文振宇 曾鑫 汤俊军,武演新空间（梦时代馆）
44,2024-08-04 19:30:00,武汉,拜风,杨烁 董研峰 刘畅,武汉歌舞剧院520空间
45,2024-08-04 14:30:00,南京,命运之上,郭泽学 邓茹月 唐子晗 王雅馨,剧魅空间命运之上剧场
46,2024-08-04 15:00:00,南京,狄俄尼索斯,娄睿 刘牧 薛钦元 陈博翰,布洛幕小剧场
47,2024-08-04 19:30:00,南京,命运之上,宗雪健 田梦 乐巍 年蔓婷,剧魅空间命运之上剧场
48,2024-08-04 15:30:00,西安,丝路之声,谭建业 田恬 刘靖 孙晶俐 张书豪 尉梦飞 杨雨婷 王笑语 林梦圆 殷赫阳,丝路欢乐世界·琴音剧场
49,2024-08-04 15:00:00,南昌,画中人,朱然然 施天玮 叶锐,Lilime泠空间剧场
50,2024-08-04 19:30:00,南昌,画中人,徐晞城 王珂 张智伟,Lilime泠空间剧场
51,2024-08-04 20:00:00,大同,走西口,,大同平城剧院
0,2024-08-05 19:30:00,上海,时光代理人,白倬铭 王敏辉 邓贤凌 郭珍艳 周波,时光剧场
1,2024-08-05 19:30:00,上海,纳尔齐斯与歌尔德蒙,朱微之 相征,星空间74号·缪时客小剧场
